,STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,SECTOR,Institutional sector,PRICE_BASE,Price base,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,BASE_PER,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
614,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,AUT,Austria,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2007,2386.75,2015,6,Millions,2,Two
615,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,AUT,Austria,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2008,2592.834,2015,6,Millions,2,Two
616,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,AUT,Austria,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2009,2528.188,2015,6,Millions,2,Two
617,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,AUT,Austria,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2010,2842.94,2015,6,Millions,2,Two
618,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,AUT,Austria,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2011,2792.629,2015,6,Millions,2,Two
619,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,AUT,Austria,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2012,2790.222,2015,6,Millions,2,Two
620,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,AUT,Austria,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2013,2901.229,2015,6,Millions,2,Two
621,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,AUT,Austria,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2014,2449.395,2015,6,Millions,2,Two
622,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,AUT,Austria,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2015,2616.144,2015,6,Millions,2,Two
623,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,AUT,Austria,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2016,2728.662,2015,6,Millions,2,Two
624,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,AUT,Austria,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2017,2675.589,2015,6,Millions,2,Two
625,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,AUT,Austria,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2018,2906.125,2015,6,Millions,2,Two
626,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,AUT,Austria,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2019,2811.735,2015,6,Millions,2,Two
627,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2001,2868.49,2015,6,Millions,2,Two
628,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2002,3117.233,2015,6,Millions,2,Two
629,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2003,3263.205,2015,6,Millions,2,Two
630,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2004,3322.918,2015,6,Millions,2,Two
631,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2005,3466.817,2015,6,Millions,2,Two
632,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2006,3563.874,2015,6,Millions,2,Two
633,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2007,3471.595,2015,6,Millions,2,Two
634,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2008,3914.627,2015,6,Millions,2,Two
635,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2009,4200.237,2015,6,Millions,2,Two
636,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2010,4011.72,2015,6,Millions,2,Two
637,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2011,4110.27,2015,6,Millions,2,Two
638,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2012,4105.241,2015,6,Millions,2,Two
639,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2013,3836.288,2015,6,Millions,2,Two
640,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2014,3733.567,2015,6,Millions,2,Two
641,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2015,3297.742,2015,6,Millions,2,Two
642,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2016,3273.981,2015,6,Millions,2,Two
643,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2017,3457.411,2015,6,Millions,2,Two
644,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2018,3946.063,2015,6,Millions,2,Two
645,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,BEL,Belgium,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2019,3947.2,2015,6,Millions,2,Two
646,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2001,2872.425,2015,6,Millions,2,Two
647,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2002,2590.754,2015,6,Millions,2,Two
648,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2003,2911.397,2015,6,Millions,2,Two
649,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2004,2940.915,2015,6,Millions,2,Two
650,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2005,2983.484,2015,6,Millions,2,Two
651,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2006,3163.526,2015,6,Millions,2,Two
652,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2007,3278.533,2015,6,Millions,2,Two
653,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2008,4042.464,2015,6,Millions,2,Two
654,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2009,3827.381,2015,6,Millions,2,Two
655,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2010,3843.338,2015,6,Millions,2,Two
656,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2011,4018.211,2015,6,Millions,2,Two
657,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2012,4187.269,2015,6,Millions,2,Two
658,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2013,4336.055,2015,6,Millions,2,Two
659,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2014,5454.06,2015,6,Millions,2,Two
660,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2015,6645.121,2015,6,Millions,2,Two
661,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2016,4693.908,2015,6,Millions,2,Two
662,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2017,4897.861,2015,6,Millions,2,Two
663,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2018,5852.035,2015,6,Millions,2,Two
664,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,CZE,Czechia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2019,5122.683,2015,6,Millions,2,Two
665,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2001,1476.991,2015,6,Millions,2,Two
666,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2002,1705.083,2015,6,Millions,2,Two
667,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2003,1375.672,2015,6,Millions,2,Two
668,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2004,1374.088,2015,6,Millions,2,Two
669,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2005,1167.169,2015,6,Millions,2,Two
670,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2006,1066.807,2015,6,Millions,2,Two
671,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2007,858.93,2015,6,Millions,2,Two
672,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2008,1244.305,2015,6,Millions,2,Two
673,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2009,1437.251,2015,6,Millions,2,Two
674,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2010,1405.069,2015,6,Millions,2,Two
675,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2011,1772.686,2015,6,Millions,2,Two
676,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2012,1708.975,2015,6,Millions,2,Two
677,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2013,1999.2,2015,6,Millions,2,Two
678,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2014,2165.159,2015,6,Millions,2,Two
679,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2015,2258.469,2015,6,Millions,2,Two
680,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2016,2207.879,2015,6,Millions,2,Two
681,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2017,2449.459,2015,6,Millions,2,Two
682,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2018,2568.221,2015,6,Millions,2,Two
683,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,DNK,Denmark,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2019,2381.532,2015,6,Millions,2,Two
684,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2001,144.284,2015,6,Millions,2,Two
685,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2002,128.694,2015,6,Millions,2,Two
686,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2003,128.176,2015,6,Millions,2,Two
687,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2004,133.202,2015,6,Millions,2,Two
688,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2005,148.13,2015,6,Millions,2,Two
689,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2006,156.862,2015,6,Millions,2,Two
690,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2007,161.538,2015,6,Millions,2,Two
691,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2008,143.139,2015,6,Millions,2,Two
692,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2009,155.6,2015,6,Millions,2,Two
693,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2010,118.896,2015,6,Millions,2,Two
694,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2011,198.191,2015,6,Millions,2,Two
695,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2012,177.393,2015,6,Millions,2,Two
696,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2013,169.089,2015,6,Millions,2,Two
697,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2014,144.19,2015,6,Millions,2,Two
698,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2015,136.403,2015,6,Millions,2,Two
699,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2016,141.622,2015,6,Millions,2,Two
700,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2017,151.332,2015,6,Millions,2,Two
701,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2018,166.911,2015,6,Millions,2,Two
702,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,EST,Estonia,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2019,202.757,2015,6,Millions,2,Two
703,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,FIN,Finland,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2001,541.69,2015,6,Millions,2,Two
704,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,FIN,Finland,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2002,623.099,2015,6,Millions,2,Two
705,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,FIN,Finland,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2003,679.541,2015,6,Millions,2,Two
706,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,FIN,Finland,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2004,740.694,2015,6,Millions,2,Two
707,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,FIN,Finland,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2005,705.745,2015,6,Millions,2,Two
708,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,FIN,Finland,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2006,650.374,2015,6,Millions,2,Two
709,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,FIN,Finland,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2007,649.8,2015,6,Millions,2,Two
710,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,FIN,Finland,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2008,818.053,2015,6,Millions,2,Two
711,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,FIN,Finland,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2009,870.856,2015,6,Millions,2,Two
712,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,FIN,Finland,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2010,861.597,2015,6,Millions,2,Two
713,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,FIN,Finland,CS_E,Climate significant expenditure,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2011,871.526,2015,6,Millions,2,Two
